2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
-14.410516,0.000000,0.847932,0.395424,0.000000,0.000000,-28.879461,1.563502,0.000000,0.000000,14.079328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-39.936736,-34.077694,26.847204,0.000000,0.000000,0.000000,0.110121,0.000000,0.000000,23.148148,0.000000,0.000000,0.000000,11.574074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.444383,0.000000,0.000000,0.000000,13.214511,-34.618363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.771663,0.000000,0.000000,0.231243,0.000000,0.000000,0.000000,0.000000,0.000000,23.291270,0.000000,0.110105,0.000000,0.275303,-5.468641,0.000000,0.000000,0.000000,0.440484,0.000000,0.000000,0.082591,-269.840082,0.000000,0.000000,2.560315,0.000000,0.000000,23.148148,-221.745658,0.000000,0.000000,0.000000,0.000000,-280.402794,11.574059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.997426,34.722077,0.000000,0.000000,0.000000,-21.659596,0.000000,0.000000,0.000000,-69.310706,-133.818509,0.000000,0.000000,0.000000,-0.664127,0.000000,0.000000,23.148143,2.642906,0.000000,0.000000,0.000000,11.574074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.107423,-8.481105,0.000000,0.000000,0.165182,-9.534253,0.000000,0.137651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.788602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.603061,0.000000,0.000000,-8.940861,0.000000,0.110121,0.000000,0.000000,-34.617550,0.000000,0.000000,-134.919720,11.122205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.148148,0.000000,6.992688,0.000000,0.000000,0.000000,0.000000,79.795825,0.000000,0.000000,-28.879461,0.000000,0.000000,38.257026,52.793439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.581001,18.043608,0.000000,0.000000,0.000000,0.000000,11.568347,0.000000,26.355583,1.935916,46.296283,0.000000,0.211436,0.397780,0.000000,0.607104,2.303936,0.000000,40.377804,31.389237,23.146952,0.000000,39.457428,23.726248,3.193488,1.221310,23.148107,53.085137,0.000000,0.275291,93.256085,157.804137,0.000000,57.868460,1.073669,23.147757,0.000000,16.568128,17.150884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.440468,7.555013,11.563866,70.396430,23.141066,0.000000,0.000000,11.573728,0.000000,0.000000,0.275303,0.000000,48.443638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.804206,0.000000,0.000000,0.000000,7.460702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.522186,0.000000,0.000000,0.000000,39.650140,34.720553,57.870187,0.036297,32.595156,0.000000,0.026191,0.034312,9.261060,0.000000,0.000000,0.000000,0.000000,0.000000,23.296812,0.000000,11.574074,0.000000,0.000000,0.000000,1.761937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.922310,11.574074,1.073640,0.000000,-0.028610,0.000000,0.000000,0.000000,0.000000,-435.068510,0.000000,0.880969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.498345,0.000000,0.000000,0.000000,3.303632,0.000000,-10.537413,0.000000,0.000000,0.000000,-55.666639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
