1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
11.022637,4853128.818323,4601852.848978,2151012.198123,10.405325,7.110608,71043.531524,80.114617,9.539895,552877.028694,957717.795481,11.508979,0.091020,236172.909523,1026862.490023,0.000000,18093.127130,24585.667506,26355.117705,703321.158102,536024.229749,0.000000,0.000000,12.339380,7.372098,338009.155686,648857.442624,81.288250,117155.026987,14.423203,0.000000,10627682.496585,19536.369876,155280.188021,17.922646,37.419616,6.534551,708653.134675,53084.335515,2012.648582,13384462.129115,996015.395326,0.000000,0.000000,1.766803,8288.869539,10627727.457711,860503.115440,12550497.796589,2093074.190565,1.091548,154583.619300,7.713792,265187.011434,1906.762344,3538027.148398,2290.941315,184104.915705,0.539918,21.283684,180009.832344,409104.005400,214585.251024,13.288058,0.000000,0.000000,0.091231,72.239241,41.911174,549751.981528,8.819572,318972.458970,667949.683465,18089.878894,126850.724160,1592912.554057,437226.240167,1006719.804651,602.056836,4.085628,55149.457199,15773.386681,264043.578414,78.812483,0.000000,45877.058806,0.000000,9560434.372595,1553.197501,1470031.896727,309683.724051,587691.181131,3.597501,3635696.705046,4.540598,707684.052265,1017917.291991,0.000000
