1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310
45.449248,84.334317,-49.926623,23.877477,1.085527,96.923195,-11.574112,99.325729,-0.000000,85.901485,165.000849,69.073054,18.138349,80.176349,0.231243,-17.306594,106.310198,82.819134,7.704682,-29.849619,66.166625,-0.000000,46.296283,18.138349,-18.236904,0.000000,-75.990494,4.581001,-87.903619,47.803915,-6.174269,79.796014,18.138349,18.138349,38.421025,1.085527,-61.989137,-78.295178,80.176349,-113.342906,-0.000000,42.661631,-55.992715,23.148186,-119.371006,-109.747834,67.412509,-119.371006,189.373875,-0.000000,86.325376,-25.568394,21.821327,6.018868,-122.286777,-29.139998,42.418515,1.935916,40.598231,10.433666,97.585750,-0.000000,-40.598231,39.457617,-119.371006,2.846551,46.296283,-74.427356,63.591285,26.370175,-25.268279,65.767192,-9.208181,-105.664261,37.292503,37.399166,-34.618363,-0.000000,-12.053768,0.096800,2.560325,-0.534436,5.634500,-35.794771,42.259945,-113.220787,0.034312,5.468641,-86.881210,27.443844,34.107423,7.704682,-10.100911,-113.306361,-9.243879,52.582906,16.720755,126.056468,71.125280,0.609216,-5.769467,-54.228528,15.841325,5.203240,11.537128,-181.147427,66.989791,5.203240,-34.911835,-25.708746,26.847259,-11.537128,19.618435,-111.264010,1.455437,0.607104,1.073669,1.216320,-273.576887,5.468641,55.992715,-61.989137,60.407571,-273.576887,8.481105,16.382202,66.196513,7.555013,80.176349,25.317168,8.050082,39.457617,21.882283,42.418515,23.296850,16.720755,5.203240,61.989137,-11.537128,39.650237,34.077694,48.443638,29.622540,-26.543449,-5.769467,-49.926623,23.296850,5.874175,40.526112,112.675586,33.719012,60.242352,0.397780,65.530215,37.804206,45.708079,54.511033,0.664127,16.568128,29.296416,17.150884,-54.617508,-400.027885,23.726248,6.656008,52.793539,29.123252,-181.147427,-10.511412,32.691956,29.434720,0.110105,9.945973,0.034312,212.421645,23.148186,-114.782677,76.811385,0.000000,1.154806,57.868460,89.060273,0.664127,42.372979,114.003695,93.256085,34.107423,5.634500,5.425903,-125.560465,-22.062640,-14.643669,92.818667,34.617550,26.119861,83.512286,5.743577,48.443638,-22.062640,-14.643669,95.231263,-37.904726,38.421025,28.879494,-5.769467,-423.176029,-400.027885,-22.012921,-7.704682,-56.352528,-88.950604,-1.098170,-93.243808,14.410478,-41.060548,-0.534436,-0.819473,34.107423,40.491725,-39.190113,-67.653507,259.134187,-40.598231,-1.633143,5.634500,79.796014,60.242352,9.534253,66.989791,0.000000,3.303653,18.043608,14.079368,-63.884852,36.443861,65.911354,219.824793,52.743435,-0.000000,200.947967,166.315520,-0.000000,18.138349,-16.456380,54.511033,-22.244164,45.449248,47.803915,28.879495,16.382202,-5.769467,-132.295816,-197.703377,-10.890716,14.079368,74.751648,11.573728,128.765784,74.751648,-0.848499,84.150950,-56.352528,60.242352,0.664127,29.296416,19.118879,-0.000000,5.634500,79.796014,123.843659,-10.890716,-0.000000,13.545499,0.000000,57.066383,43.049561,46.296283,10.537413,200.947967,-86.881210,56.669433,2.787949,-0.000000,-0.000000,0.028610,-155.579034,-119.371006,47.803915,0.880982,79.796014,23.830605,60.254610,42.289148,-0.534436,71.400658,85.756620,-11.537128,11.537128,9.597334,23.148186,9.212357,52.468094,57.066383,31.248844,60.242352,0.000000,0.060503,-29.849619,0.771663,26.425151
