1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
66.166625,94.955885,259.134187,95.231263,-75.990494,-47.961499,38.421025,-119.371006,-20.817938,28.879495,118.737417,-187.606240,-0.000038,9.534253,71.125280,-0.000000,66.989791,0.771663,42.418515,28.879494,60.242352,0.000000,-0.000000,-191.601538,-471.280264,52.743435,293.766633,-119.371006,-22.012921,-86.881210,-0.000000,189.373875,23.296850,60.242352,-29.849619,-59.116396,-63.884852,34.077694,52.582906,5.203240,238.496662,55.992715,0.000000,0.000000,-14.643669,-1.098170,189.373875,118.379448,223.635842,269.305681,-68.891031,5.468641,-423.176029,60.242352,5.203240,69.073054,5.203240,60.242352,5.425903,-88.950604,60.545261,54.511033,8.481105,29.123252,-0.000000,-0.000000,6.825941,-119.371006,-49.926623,57.066383,-400.027885,112.675586,34.617550,0.664127,42.308356,60.254610,57.066383,39.936736,0.028610,166.315520,125.896117,-0.819473,10.537413,-119.371006,0.000000,-10.890716,0.000000,200.947967,2.560325,69.183213,166.315520,60.242352,-25.268279,181.920066,-273.576887,34.107423,18.138349,0.000000
