1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
8273693.601295,8273671.905442,8273493.465674,5804152.679737,5692957.956863,2509912.614587,4795699.660732,5196145.354130,4818103.641187,4503484.859639,5385719.236890,4932868.397744,5092903.882390,5093193.878887,6077214.829263,6323104.321230,8246092.686197,5397485.197258,5082476.927788,4953342.381791,5093023.636066,5450298.446735,6948166.016982,4412251.926477,6664816.339107,5628470.512903,7603301.689386,4884714.943615,5788637.375774,5256973.560407,6762451.799787,4865750.339815,8092337.786091,4960129.022477,8269436.520717,6174072.936931,7802981.514204,5111347.331969,8273356.079352,7973956.303308,3260680.706409,6236675.420451,8151505.214365,6525069.613268,4828558.190546,5129474.461696,7420979.814575,5656402.995647,3503828.348607,8273472.972937,8223205.871050,5267281.761957,6167137.835623,4789098.847980,7951323.924660,8239447.607635,7999910.655694,4877867.931000,7920072.393696,3514738.054627,5104325.493543,5386825.636084,5106778.490006,4850023.905611,8273470.845860,6722868.258243,7656588.588535,5791625.991803,4822770.388969,5501667.582820,5639102.305220,5954605.190077,5099200.881810,5106512.779956,5053224.733167,6314547.951737,5385158.170382,5475918.058681,4406716.617362,8273618.955355,5109533.764171,5092052.687761,5106473.391281,5392912.117071,6083994.647559,5548647.715991,8118768.073721,8273578.791551,8036134.296749,5931527.213230,8273292.189247,5279537.532738,4803022.289612,2652448.034240,6915884.376206,5108517.387378,6718181.760566,5716568.278249
