1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4772392.764995,3585430.535984,3698525.537594,3678626.788055,3618273.998258,3618273.998258,3614979.987458,4299552.656169,4264189.184759,3814339.487570,3796549.274108,3796549.274108,3814339.487570,3570358.216439,3524705.690502,3505340.159559,3499847.081056,3505340.159559,3524705.690502,3677341.192374,3670876.819030,3644904.679403,3643105.034112,3644904.679403
