1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
168.284554,36.791310,36.791310,36.791310,21.968950,14.822360,14.822360,131.493244,131.493244,35.334280,23.206874,12.127406,96.158964,96.158964,44.081666,24.318128,24.318128,19.763538,52.077298,52.077298,52.077298,27.364791,27.364791,24.712507
