1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3944386.589026,3831110.664530,4479935.984373,4430512.171767,4418682.603752,4427822.454370,4422438.111938,4673279.337677,4266780.530147,4250884.232334,4239878.203788,4248632.343886,3951475.089353,4354416.420874,4338755.788924,4334319.064452,4325431.962888,4333871.484149,4310560.215301,4626177.214624,4605595.414579,4604171.292472,4599611.138657,4594076.666686
