1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
4136985.000000,3585430.532266,3460424.173864,3678626.794126,3618274.004431,3603779.213532,3614979.993637,3608382.950976,4264189.182266,3814339.484783,3796549.271308,3784222.085944,3794027.728718,3458023.278241,3524705.676447,3505340.145426,3499847.066901,3488834.963824,3499292.754305,3470379.966006,3670876.826665,3644904.687092,3643105.041805,3637340.193338,3630339.030211,4772392.762202,4299552.653696,3698525.543633,3570358.202564,3677341.199996
